PO_ID,Product_ID,Order_Date,Promised_ETA_Date,Actual_Arrival_Date,Qty_Ordered,Qty_Received
PO-00149,SKU-006,2024-01-10,2024-01-24,2024-01-24,462,462.0
PO-02172,SKU-073,2025-08-13,2025-08-31,2025-08-31,565,565.0
PO-00989,SKU-034,2024-02-07,2024-02-25,2024-03-12,476,476.0
PO-02271,SKU-077,2024-04-24,2024-05-08,2024-05-10,619,619.0
PO-02841,SKU-095,10/09/2025,2025-09-24,2025-09-24,526,526.0
PO-02483,SKU-083,2025-11-12,2025-12-03,2025-12-03,384,384.0
PO-01943,SKU-066,03-06-2024,2024-03-27,2024-03-27,338,317.0
PO-01939,SKU-065,2025-11-19,2025-12-10,2025-12-10,439,439.0
PO-00857,SKU-029,2025-04-30,2025-05-14,2025-05-14,459,459.0
PO-02813,SKU-094,2025-09-24,2025-10-08,2025-10-10,306,306.0
PO-00201,SKU-007,18-Jun-2025,2025-07-02,2025-07-02,364,364.0
PO-02454,SKU-082,2025-12-24,2026-01-11,,551,
PO-00983,SKU-033,2025-10-08,2025-10-29,2025-10-29,450,450.0
PO-00834,SKU-028,2025-10-08,2025-10-29,2025-10-29,498,498.0
PO-02144,SKU-072,2025-09-24,2025-10-15,2025-10-17,271,271.0
PO-00352,SKU-012,2025-06-18,2025-07-02,2025-07-02,376,376.0
PO-02933,SKU-098,2025-10-15,2025-11-02,2025-11-02,505,430.0
PO-00632,SKU-022,2024-02-07,2024-02-21,2024-02-21,352,352.0
PO-01720, SKU-058 ,29/01/2025,2025-02-16,2025-03-05,497,497.0
PO-02943,SKU-099,2024-06-26,2024-07-17,2024-07-31,511,511.0
PO-02301,SKU-078,2024-03-27,2024-04-17,2024-04-17,348,348.0
PO-01195,SKU-041,2024-03-27,2024-04-17,2024-04-19,287,287.0
PO-00568,SKU-019,2025-08-27,2025-09-14,2025-09-14,302,302.0
PO-00795,SKU-027,2025-02-05,2025-02-26,2025-02-26,437,437.0
PO-01066,SKU-036,14/05/2025,2025-05-28,2025-05-28,262,262.0
PO-02740,SKU-092,2024-10-02,2024-10-16,2024-10-17,433,433.0
PO-01823,SKU-062,31/01/2024,2024-02-21,2024-02-21,308,308.0
PO-00341,SKU-012,11-Sep-2024,2024-09-25,2024-09-27,599,599.0
PO-01909,SKU-064,2025-11-26,2025-12-10,2025-12-10,333,333.0
PO-00470,SKU-016,2025-03-05,2025-03-26,2025-03-27,320,320.0
PO-00151,SKU-006,2024-03-06,2024-03-20,2024-03-20,435,435.0
PO-01291,SKU-044,2024-09-04,2024-09-18,2024-09-20,564,564.0
PO-01470,SKU-050,2024-08-21,2024-09-04,2024-09-04,339,339.0
PO-02444,SKU-082,06-25-2025,2025-07-13,2025-07-13,420,420.0
PO-00174,SKU-006,27-Aug-2025,2025-09-10,2025-09-11,398,398.0
PO-01683,SKU-057,2024-08-07,2024-08-21,2024-08-21,367,367.0
PO-02626,SKU-088,29-Jan-2025,2025-02-12,2025-02-12,394,394.0
PO-02842,SKU-095,2025-10-01,2025-10-15,2025-10-17,463,463.0
PO-00193,SKU-007,2024-11-27,2024-12-11,2024-12-13,293,293.0
PO-00613,SKU-021,2024-09-11,2024-09-25,2024-09-27,299,299.0
PO-01657,SKU-056,2024-10-30,2024-11-17,2024-11-17,284,284.0
PO-00498,SKU-017,25-Dec-2024,2025-01-08,2025-01-11,357,357.0
PO-00706,SKU-024,2025-01-22,2025-02-09,2025-02-26,502,502.0
PO-02948,SKU-099,06-Nov-2024,2024-11-27,2024-11-27,356,356.0
PO-01807,SKU-061,2025-01-15,2025-02-02,2025-02-13,339,339.0
PO-02119,SKU-071,03/12/2025,2025-12-21,2025-12-22,409,409.0
PO-02768,SKU-093,2024-08-14,2024-09-04,2024-09-04,339,339.0
PO-02800,SKU-094,2024-10-23,2024-11-06,2024-11-08,363,363.0
PO-02073,SKU-070,2024-10-09,2024-10-23,2024-10-24,429,429.0
PO-02259,SKU-076,2025-06-04,2025-06-25,2025-07-02,344,344.0
PO-02620,SKU-088,2024-09-04,2024-09-18,2024-09-22,444,444.0
PO-00974,SKU-033,2025-02-19,2025-03-12,2025-03-13,413,413.0
PO-02002,SKU-068,2024-02-07,2024-02-28,2024-03-01,463,463.0
PO-01714, SKU-058 ,08-28-2024,2024-09-15,2024-09-20,531,531.0
PO-01678,SKU-057,2024-04-03,2024-04-17,2024-04-17,473,473.0
PO-02482,SKU-083,22-Oct-2025,2025-11-12,2025-11-12,318,318.0
PO-00016,SKU-001,2025-01-15,2025-02-02,2025-02-20,380,380.0
PO-01538,SKU-052,2025-03-19,2025-04-06,2025-04-14,413,374.0
PO-00827,SKU-028,12/03/2025,2025-04-02,2025-04-03,458,458.0
PO-00081,SKU-003,2025-06-11,2025-06-25,2025-06-25,515,515.0
PO-00754,SKU-026,2024-04-17,2024-05-01,2024-05-03,446,446.0
PO-02788,SKU-093,12-24-2025,2026-01-14,,336,
PO-01554,SKU-053,2024-05-08,2024-05-29,2024-06-13,507,507.0
PO-02939,SKU-099,2024-03-20,2024-04-10,2024-04-10,411,358.0
PO-01017,SKU-034,24/12/2025,2026-01-11,,588,
PO-01363,SKU-046,2025-05-21,2025-06-08,2025-06-10,540,497.0
PO-00457,SKU-016,2024-04-17,2024-05-08,2024-05-22,379,379.0
PO-02535,SKU-085,04-09-2025,2025-04-30,2025-05-17,343,343.0
PO-01399,SKU-047,2025-11-05,2025-11-19,2025-11-19,332,332.0
PO-00325,SKU-011,2025-09-03,2025-09-17,2025-09-17,321,272.0
PO-01738,SKU-059,05-15-2024,2024-06-05,2024-06-15,351,351.0
PO-01339,SKU-045,11-19-2025,2025-12-03,2025-12-03,489,489.0
PO-00364,SKU-013,2024-04-24,2024-05-15,2024-05-25,559,559.0
PO-00869,SKU-030,2024-02-21,2024-03-13,2024-03-14,427,427.0
PO-00382,SKU-013,23-Jul-2025,2025-08-13,2025-08-13,492,492.0
PO-02751,SKU-092,2025-07-16,2025-07-30,2025-07-30,500,500.0
PO-02829,SKU-095,2024-11-20,2024-12-04,2024-12-04,353,353.0
PO-00221,SKU-008,2024-10-30,2024-11-17,2024-11-17,559,559.0
PO-00092,SKU-004,2024-04-10,2024-04-28,2024-04-28,493,493.0
PO-02741,SKU-092,2024-10-30,2024-11-13,2024-11-14,489,489.0
PO-01796,SKU-061,2024-05-01,2024-05-19,2024-05-19,373,373.0
PO-02043,SKU-069,2024-10-23,2024-11-13,2024-11-14,412,412.0
PO-01592,SKU-054,2024-09-11,2024-09-25,2024-09-25,423,423.0
PO-02699,SKU-090,03-Dec-2025,2025-12-17,2025-12-18,508,508.0
PO-02081,SKU-070,2025-04-02,2025-04-16,2025-04-19,462,462.0
PO-02561,SKU-086,11-27-2024,2024-12-15,2024-12-18,432,432.0
PO-00663,SKU-023,2024-01-03,2024-01-24,2024-01-25,295,295.0
PO-02761,SKU-093,2024-02-14,2024-03-06,2024-03-06,391,391.0
PO-01768,SKU-060,2024-06-05,2024-06-23,2024-06-27,365,365.0
PO-02190,SKU-074,2024-10-23,2024-11-13,2024-11-13,402,402.0
PO-02008,SKU-068,07-10-2024,2024-07-31,2024-07-31,400,400.0
PO-00283,SKU-010,23/10/2024,2024-11-10,2024-11-11,419,419.0
PO-00486,SKU-017,2024-03-20,2024-04-03,2024-04-04,371,371.0
PO-02597,SKU-087,2025-05-07,2025-05-25,2025-05-27,433,433.0
PO-00597,SKU-020,2025-09-10,2025-09-28,2025-09-28,261,261.0
PO-02109,SKU-071,26/03/2025,2025-04-13,2025-04-24,291,291.0
PO-02100,SKU-071,14-Aug-2024,2024-09-01,2024-09-03,350,350.0
PO-02610,SKU-088,2024-01-17,2024-01-31,2024-02-02,518,518.0
PO-01676,SKU-057,2024-02-28,2024-03-13,2024-03-17,330,248.0
PO-01419,SKU-048,04-02-2025,2025-04-20,2025-04-20,260,260.0
PO-01403,SKU-048,07/02/2024,2024-02-25,2024-03-15,271,271.0
PO-01220,SKU-041,2025-12-24,2026-01-14,,574,
PO-00954,SKU-032,2025-11-05,2025-11-23,2025-11-23,306,306.0
PO-00877,SKU-030,08-28-2024,2024-09-18,2024-09-20,509,509.0
PO-02131,SKU-072,2024-11-06,2024-11-27,2024-11-27,348,348.0
PO-01019,SKU-035,2024-02-14,2024-03-03,2024-03-23,302,302.0
PO-00577,SKU-020,2024-04-17,2024-05-05,2024-05-05,271,271.0
PO-01609,SKU-054,2025-11-19,2025-12-03,2025-12-03,279,279.0
PO-00705,SKU-024,2024-12-25,2025-01-12,2025-01-12,509,509.0
PO-00579,SKU-020,2024-06-12,2024-06-30,2024-07-02,270,270.0
PO-02573,SKU-086,2025-10-01,2025-10-19,2025-10-19,408,408.0
PO-02019,SKU-068,2025-04-02,2025-04-23,2025-05-07,379,379.0
PO-00724,SKU-025,2024-05-01,2024-05-15,2024-05-15,311,311.0
PO-01853,SKU-063,01-17-2024,2024-01-31,2024-01-31,332,332.0
PO-02079,SKU-070,2025-02-19,2025-03-05,2025-03-09,329,329.0
PO-02256,SKU-076,2025-03-19,2025-04-09,2025-04-09,230,230.0
PO-02764,SKU-093,01/05/2024,2024-05-22,2024-05-28,508,508.0
PO-01712,SKU-058,2024-07-24,2024-08-11,2024-08-15,415,415.0
PO-02889,SKU-097,2024-11-06,2024-11-24,2024-11-24,371,371.0
PO-02285,SKU-077,12-Mar-2025,2025-03-26,2025-03-27,575,575.0
PO-00735,SKU-025,01-15-2025,2025-01-29,2025-01-29,405,405.0
PO-02238,SKU-075,2025-11-19,,2025-12-03,396,396.0
PO-00601,SKU-020,17/12/2025,2026-01-04,,358,
PO-02202,SKU-074,2025-08-06,2025-08-27,2025-08-31,296,296.0
PO-00088,SKU-003,2025-12-03,2025-12-17,2025-12-18,544,544.0
PO-00845,SKU-029,2024-07-10,2024-07-24,2024-07-25,484,484.0
PO-01699,SKU-057,2025-08-06,2025-08-20,2025-08-20,384,384.0
PO-02205,SKU-074,10-15-2025,2025-11-05,2025-11-07,318,318.0
PO-02028,SKU-068,2025-11-26,2025-12-17,2025-12-19,382,382.0
PO-01059,SKU-036,11-13-2024,2024-11-27,2024-11-30,324,324.0
PO-01668,SKU-056,02-Jul-2025,2025-07-20,2025-07-20,373,373.0
PO-02290,SKU-077,16/07/2025,2025-07-30,2025-08-03,599,461.0
PO-01267,SKU-043,2025-02-26,2025-03-19,2025-03-19,450,450.0
PO-02728,SKU-091,11-05-2025,2025-11-19,2025-11-19,301,261.0
PO-00347,SKU-012,19-Feb-2025,2025-03-05,2025-03-06,611,611.0
PO-01192,SKU-040,10/12/2025,2025-12-24,2025-12-24,423,423.0
PO-01901,SKU-064,2025-05-28,2025-06-11,2025-06-13,371,326.0
PO-01203,SKU-041,2024-11-06,2024-11-27,2024-11-28,257,257.0
PO-02476,SKU-083,11-Jun-2025,2025-07-02,2025-07-19,333,333.0
PO-01343,SKU-046,2024-01-24,2024-02-11,2024-02-23,400,400.0
PO-02524,SKU-085,2024-07-03,2024-07-24,2024-07-24,333,333.0
PO-01033,SKU-035,2025-02-05,2025-02-23,2025-03-02,313,313.0
PO-01525,SKU-052,2024-04-24,2024-05-12,2024-05-12,584,584.0
PO-01009,SKU-034,2025-06-11,2025-06-29,2025-06-29,432,432.0
PO-00817,SKU-028,2024-07-03,2024-07-24,2024-07-24,532,532.0
PO-00423,SKU-015,03/04/2024,2024-04-17,2024-04-17,645,645.0
PO-00138,SKU-005,2025-05-07,2025-05-21,2025-05-22,307,307.0
PO-02117,SKU-071,2025-10-15,2025-11-02,2025-11-03,352,352.0
PO-00912,SKU-031,2024-11-06,2024-11-20,2024-11-23,363,363.0
PO-00501,SKU-017,2025-03-12,2025-03-26,2025-03-28,406,406.0
PO-00906,SKU-031,19-Jun-2024,2024-07-03,2024-07-05,368,368.0
PO-02769,SKU-093,2024-09-04,2024-09-25,2024-09-25,362,268.0
PO-00157,SKU-006,07-24-2024,2024-08-07,2024-08-10,382,382.0
PO-01576,SKU-053,10-22-2025,2025-11-12,2025-11-13,472,341.0
PO-00084,SKU-003,27-Aug-2025,2025-09-10,2025-09-12,417,417.0
PO-00177,SKU-006,2025-10-29,2025-11-12,2025-11-12,370,370.0
PO-00765,SKU-026,2025-01-01,2025-01-15,2025-01-15,485,485.0
PO-01597,SKU-054,2025-01-08,2025-01-22,2025-01-22,325,325.0
PO-00345,SKU-012,12-25-2024,2025-01-08,2025-01-11,499,499.0
PO-00183,SKU-007,2024-03-20,2024-04-03,2024-04-03,419,419.0
PO-02236,SKU-075,01/10/2025,2025-10-15,2025-10-15,503,503.0
PO-02605,SKU-087,2025-10-22,2025-11-09,2025-11-10,432,432.0
PO-02912,SKU-098,22/05/2024,2024-06-09,2024-06-10,458,458.0
PO-00670,SKU-023,2024-07-03,2024-07-24,2024-07-24,273,273.0
PO-02479,SKU-083,2025-08-27,2025-09-17,2025-09-21,437,323.0
PO-02714,SKU-091,2024-12-11,2024-12-25,2024-12-25,388,286.0
PO-00556,SKU-019,06/11/2024,2024-11-24,2024-11-24,395,395.0
PO-01645,SKU-055,2025-12-24,2026-01-14,,930,
PO-01982,SKU-067,2024-10-02,2024-10-20,2024-10-20,312,312.0
PO-01644,SKU-055,12-17-2025,2026-01-07,,839,
PO-02394,SKU-081,2024-03-20,2024-04-03,2024-04-03,393,393.0
PO-00528,SKU-018,2025-01-01,2025-01-15,2025-01-15,430,430.0
PO-01184,SKU-040,2025-05-21,2025-06-04,2025-06-04,331,331.0
PO-00287,SKU-010,02-05-2025,2025-02-23,2025-03-10,553,553.0
PO-00288,SKU-010,2025-03-05,2025-03-23,2025-04-10,439,439.0
PO-00408,SKU-014,04-16-2025,2025-05-04,2025-05-04,392,392.0
PO-02151,SKU-073,2024-02-28,2024-03-17,2024-03-28,545,545.0
PO-02291,SKU-077,2025-08-06,2025-08-20,2025-08-20,407,407.0
PO-02634,SKU-088,2025-07-23,2025-08-06,2025-08-06,464,464.0
PO-00478,SKU-016,2025-09-24,2025-10-15,2025-10-15,384,384.0
PO-00061,SKU-003,2024-01-17,2024-01-31,2024-01-31,405,405.0
PO-00797,SKU-027,2025-03-19,2025-04-09,2025-04-09,560,560.0
PO-01212,SKU-041,2025-06-18,2025-07-09,2025-07-26,379,379.0
PO-01846,SKU-062,2025-08-20,2025-09-10,2025-09-13,255,255.0
PO-00353,SKU-012,2025-07-09,2025-07-23,2025-07-23,426,426.0
PO-01809,SKU-061,2025-03-05,2025-03-23,2025-04-04,373,373.0
PO-02546,SKU-085,12-17-2025,2026-01-07,,410,
PO-01593,SKU-054,09/10/2024,2024-10-23,2024-10-23,342,342.0
PO-02182,SKU-074,04-17-2024,2024-05-08,2024-05-29,328,328.0
PO-01697,SKU-057,2025-06-18,2025-07-02,2025-07-05,379,379.0
PO-02590,SKU-087,2024-11-06,2024-11-24,2024-11-24,485,485.0
PO-02649,SKU-089,2024-07-17,2024-07-31,2024-07-31,472,472.0
PO-02684,SKU-090,2024-12-11,2024-12-25,2024-12-26,482,482.0
PO-02780,SKU-093,2025-06-04,2025-06-25,2025-07-04,335,335.0
PO-00198,SKU-007,2025-04-09,2025-04-23,2025-04-23,266,266.0
PO-02516,SKU-084,2025-12-17,2026-01-04,,691,
PO-00961,SKU-033,10-Apr-2024,2024-05-01,2024-05-17,457,457.0
PO-00381,SKU-013,02-Jul-2025,2025-07-23,2025-07-24,501,501.0
PO-01116,SKU-038,10-02-2024,2024-10-20,2024-10-20,477,477.0
PO-02776,SKU-093,2025-02-19,2025-03-12,2025-03-14,445,445.0
PO-00878,SKU-030,09-25-2024,2024-10-16,2024-10-16,415,415.0
PO-02007,SKU-068,06-12-2024,2024-07-03,2024-07-12,452,452.0
PO-00703,SKU-024,2024-11-06,2024-11-24,2024-11-25,558,558.0
PO-02404,SKU-081,2024-10-30,2024-11-13,2024-11-13,222,222.0
PO-02225,SKU-075,2025-01-15,2025-01-29,2025-01-30,483,483.0
PO-02859,SKU-096,2024-11-13,2024-11-27,2024-11-27,336,336.0
PO-00980,SKU-033,2025-07-30,2025-08-20,2025-08-23,557,557.0
PO-00036,SKU-002,04-24-2024,2024-05-12,2024-05-12,522,522.0
PO-01421,SKU-048,05-21-2025,2025-06-08,2025-06-11,354,354.0
PO-01029,SKU-035,2024-10-30,2024-11-17,2024-11-17,457,457.0
PO-01381,SKU-047,2024-08-21,2024-09-04,2024-09-04,279,279.0
PO-02053,SKU-069,2025-06-25,2025-07-16,2025-07-24,418,418.0
PO-00329,SKU-011,03/12/2025,2025-12-17,2025-12-17,328,328.0
PO-00887,SKU-030,2025-04-23,2025-05-14,2025-05-25,412,412.0
PO-02289,SKU-077,2025-06-18,2025-07-02,2025-07-02,645,645.0
PO-00571,SKU-019,2025-11-05,2025-11-23,2025-11-24,331,331.0
PO-02135,SKU-072,2025-02-05,2025-02-26,2025-03-01,296,296.0
PO-00763,SKU-026,2024-11-13,2024-11-27,2024-11-29,593,593.0
PO-02586,SKU-087,2024-07-24,2024-08-11,2024-08-11,558,558.0
PO-01828,SKU-062,2024-05-29,2024-06-19,2024-06-26,350,350.0
PO-01410,SKU-048,2024-08-14,2024-09-01,2024-09-01,315,315.0
PO-01708,SKU-058,2024-04-17,2024-05-05,2024-05-08,542,542.0
PO-01692,SKU-057,2025-02-26,2025-03-12,2025-03-12,357,357.0
PO-01244,SKU-042,2025-08-13,2025-08-27,2025-08-29,374,374.0
PO-01099,SKU-037,18-Jun-2025,2025-07-02,2025-07-02,325,325.0
PO-01988,SKU-067,2025-03-12,2025-03-30,2025-04-09,257,257.0
PO-00634,SKU-022,27-Mar-2024,2024-04-10,2024-04-10,391,391.0
PO-00768,SKU-026,03-26-2025,2025-04-09,2025-04-09,522,522.0
PO-00135,SKU-005,2025-02-19,2025-03-05,2025-03-06,367,367.0
PO-02155,SKU-073,06-12-2024,2024-06-30,2024-07-04,546,546.0
PO-00527,SKU-018,2024-12-04,2024-12-18,2024-12-18,542,542.0
PO-00836,SKU-028,2025-11-26,2025-12-17,2025-12-17,424,424.0
PO-00606,SKU-021,03-27-2024,2024-04-10,2024-04-10,300,300.0
PO-00377,SKU-013,12-Mar-2025,2025-04-02,2025-04-03,454,454.0
PO-01207,SKU-041,05-Feb-2025,2025-02-26,2025-02-27,243,243.0
PO-00554,SKU-019,2024-09-11,2024-09-29,2024-09-29,448,448.0
PO-01404,SKU-048,2024-03-06,2024-03-24,2024-04-07,401,401.0
PO-00211,SKU-008,2024-02-14,2024-03-03,2024-03-18,572,572.0
PO-02012,SKU-068,2024-10-09,2024-10-30,2024-10-30,425,425.0
PO-00156,SKU-006,2024-07-03,2024-07-17,2024-07-20,410,410.0
PO-01638,SKU-055,2025-09-03,2025-09-24,2025-09-24,450,450.0
PO-02336,SKU-079,07-17-2024,2024-07-31,2024-07-31,432,432.0
PO-01152,SKU-039,2025-04-09,2025-04-27,2025-04-27,474,474.0
PO-00383,SKU-013,2025-08-20,2025-09-10,2025-09-12,534,534.0
PO-02770,SKU-093,2024-09-25,2024-10-16,2024-10-16,478,478.0
PO-02871,SKU-096,2025-08-27,2025-09-10,2025-09-14,442,442.0
PO-02181,SKU-074,03-27-2024,2024-04-17,2024-04-19,232,232.0
PO-00141,SKU-005,2025-07-16,2025-07-30,2025-07-30,391,391.0
PO-01623,SKU-055,2024-09-11,2024-10-02,2024-10-05,542,542.0
PO-02425,SKU-082,2024-02-21,2024-03-10,2024-03-27,345,345.0
PO-02317,SKU-078,2025-05-14,2025-06-04,2025-06-13,295,295.0
PO-01986,SKU-067,2025-01-15,2025-02-02,2025-02-21,309,309.0
PO-02888,SKU-097,2024-10-16,2024-11-03,2024-11-05,502,401.0
PO-00103,SKU-004,2025-01-08,2025-01-26,2025-02-07,547,547.0
PO-00643,SKU-022,2024-10-16,2024-10-30,2024-10-30,416,416.0
PO-00782,SKU-027,2024-03-13,2024-04-03,2024-04-03,548,548.0
PO-02274,SKU-077,2024-07-17,2024-07-31,2024-08-02,451,451.0
PO-02403,SKU-081,2024-10-09,2024-10-23,2024-10-23,355,355.0
PO-00042,SKU-002,2024-09-18,2024-10-06,2024-10-06,513,513.0
PO-00948,SKU-032,2025-06-11,2025-06-29,2025-06-29,316,316.0
PO-00317,SKU-011,2025-03-05,2025-03-19,2025-03-19,364,364.0
PO-00369,SKU-013,2024-08-28,2024-09-18,2024-09-20,442,442.0
PO-01518,SKU-051,2025-11-19,2025-12-10,2025-12-11,591,591.0
PO-01634,SKU-055,2025-05-21,2025-06-11,2025-07-01,452,452.0
PO-02051,SKU-069,2025-04-30,2025-05-21,2025-06-01,448,448.0
PO-01655,SKU-056,2024-09-11,2024-09-29,2024-09-29,409,409.0
PO-02532,SKU-085,2025-01-15,2025-02-05,2025-02-06,329,329.0
PO-00692,SKU-024,2024-02-14,2024-03-03,2024-03-22,419,419.0
PO-01964,SKU-066,2025-08-06,2025-08-27,2025-08-27,308,308.0
PO-00361,SKU-013,2024-02-07,2024-02-28,2024-02-29,615,615.0
PO-02785,SKU-093,2025-10-08,2025-10-29,2025-10-29,431,431.0
PO-00600,SKU-020,2025-11-26,2025-12-14,2025-12-16,251,251.0
PO-02918,SKU-098,2024-10-16,2024-11-03,2024-11-08,492,492.0
PO-02165,SKU-073,02-05-2025,2025-02-23,2025-03-07,437,437.0
PO-02878,SKU-097,2024-01-31,2024-02-18,2024-03-07,346,346.0
PO-02984,SKU-100,2025-03-26,2025-04-09,2025-04-11,497,497.0
PO-01847,SKU-062,2025-09-10,2025-10-01,2025-10-04,278,278.0
PO-02779,SKU-093,2025-05-14,2025-06-04,2025-06-13,461,461.0
PO-02228,SKU-075,2025-03-19,2025-04-02,2025-04-02,449,449.0
PO-00032,SKU-002,2024-01-24,2024-02-11,2024-02-25,473,473.0
PO-01775,SKU-060,2024-12-11,2024-12-29,2024-12-29,277,277.0
PO-00422,SKU-015,2024-03-06,2024-03-20,2024-03-21,545,545.0
PO-00645,SKU-022,2024-12-04,2024-12-18,2024-12-18,411,374.0
PO-02186,SKU-074,2024-07-17,2024-08-07,2024-08-07,351,351.0
PO-01471,SKU-050,2024-09-18,2024-10-02,2024-10-02,432,432.0
PO-00828,SKU-028,2025-04-09,2025-04-30,2025-05-21,573,573.0
PO-01394,SKU-047,2025-07-02,2025-07-16,2025-07-16,303,303.0
PO-01580,SKU-053,2025-12-17,2026-01-07,,813,
PO-02884,SKU-097,2024-06-26,2024-07-14,2024-07-15,477,477.0
PO-00760,SKU-026,08-21-2024,2024-09-04,2024-09-05,523,523.0
PO-00569,SKU-019,17/09/2025,2025-10-05,2025-10-07,339,339.0
PO-01389,SKU-047,2025-02-26,2025-03-12,2025-03-14,274,274.0
PO-01918,SKU-065,2024-05-29,2024-06-19,2024-06-29,382,382.0
PO-01390,SKU-047,2025-03-26,2025-04-09,2025-04-09,341,341.0
PO-01248,SKU-042,11-12-2025,2025-11-26,2025-11-26,344,344.0
PO-01728,SKU-058,03-Sep-2025,2025-09-21,2025-09-22,345,345.0
PO-00700,SKU-024,04/09/2024,2024-09-22,2024-09-23,451,451.0
PO-00707,SKU-024,2025-02-12,2025-03-02,2025-03-13,433,433.0
PO-00993,SKU-034,2024-05-29,2024-06-16,2024-06-16,419,419.0
PO-02928,SKU-098,2025-06-18,2025-07-06,2025-07-08,514,514.0
PO-02281,SKU-077,11/12/2024,2024-12-25,2024-12-26,425,425.0
PO-01548,SKU-052,2025-11-12,2025-11-30,2025-11-30,456,456.0
PO-00038,SKU-002,2024-06-12,2024-06-30,2024-07-01,535,535.0
PO-00850,SKU-029,2024-11-13,2024-11-27,2024-11-27,491,491.0
PO-02654,SKU-089,2024-11-13,2024-11-27,2024-11-27,390,390.0
PO-00196,SKU-007,19-Feb-2025,2025-03-05,2025-03-07,301,301.0
PO-01160,SKU-039,2025-10-29,2025-11-16,2025-11-19,394,394.0
PO-02707,SKU-091,2024-07-03,2024-07-17,2024-07-17,355,355.0
PO-02108,SKU-071,2025-03-05,2025-03-23,2025-03-31,357,357.0
PO-02072,SKU-070,2024-09-18,2024-10-02,2024-10-03,289,289.0
PO-02873,SKU-096,2025-10-15,2025-10-29,2025-10-30,254,213.0
PO-00169,SKU-006,2025-04-30,2025-05-14,2025-05-19,315,315.0
PO-01507,SKU-051,2025-02-05,2025-02-26,2025-02-27,429,429.0
PO-00192,SKU-007,2024-10-30,2024-11-13,2024-11-13,398,398.0
PO-00674,SKU-023,10-16-2024,2024-11-06,2024-11-06,345,345.0
PO-02689,SKU-090,2025-04-02,2025-04-16,2025-04-16,421,421.0
PO-01484,SKU-050,2025-08-20,2025-09-03,2025-09-03,328,328.0
PO-01664,SKU-056,2025-04-09,2025-04-27,2025-04-30,287,287.0
PO-02953,SKU-099,2025-02-26,2025-03-19,2025-03-19,375,375.0
PO-01826,SKU-062,2024-04-03,2024-04-24,2024-05-13,306,306.0
PO-00022,SKU-001,2025-06-18,2025-07-06,2025-07-07,-417,417.0
PO-01113,SKU-038,2024-07-17,2024-08-04,2024-08-05,621,621.0
PO-01887,SKU-064,2024-05-29,2024-06-12,2024-06-14,341,341.0
PO-00013,SKU-001,2024-11-13,2024-12-01,2024-12-04,437,437.0
PO-01319,SKU-045,2024-07-10,,2024-07-24,453,453.0
PO-02641,SKU-088,2025-12-24,2026-01-07,,725,
PO-02416,SKU-081,2025-08-27,2025-09-10,2025-09-11,309,309.0
PO-02277,SKU-077,2024-09-18,2024-10-02,2024-10-02,418,418.0
PO-00950,SKU-032,2025-07-30,2025-08-17,2025-08-17,352,352.0
PO-00892,SKU-030,27/08/2025,2025-09-17,2025-09-17,515,515.0
PO-00019,SKU-001,16-Apr-2025,2025-05-04,2025-05-05,366,366.0
PO-00458,SKU-016,15-May-2024,2024-06-05,2024-06-24,280,280.0
PO-00776,SKU-026,2025-10-01,2025-10-15,2025-10-18,561,561.0
PO-02052,SKU-069,2025-05-28,2025-06-18,2025-07-02,378,378.0
PO-00755,SKU-026,2024-05-08,2024-05-22,2024-05-28,543,543.0
PO-01502,SKU-051,2024-10-16,2024-11-06,2024-11-06,556,556.0
PO-00195,SKU-007,2025-01-22,2025-02-05,2025-02-05,395,395.0
PO-02284,SKU-077,2025-02-19,2025-03-05,2025-03-05,535,409.0
PO-02481,SKU-083,01/10/2025,2025-10-22,2025-10-22,468,468.0
PO-02227,SKU-075,2025-02-26,2025-03-12,2025-03-12,420,420.0
PO-01925,SKU-065,04/12/2024,2024-12-25,2024-12-30,518,518.0
PO-02679,SKU-090,14-Aug-2024,2024-08-28,2024-08-28,438,438.0
PO-00783,SKU-027,2024-04-10,2024-05-01,2024-05-20,566,566.0
PO-02361,SKU-080,01-31-2024,2024-02-21,2024-02-21,343,343.0
PO-01373,SKU-047,2024-02-07,2024-02-21,2024-02-21,276,276.0
PO-00542,SKU-018,2025-11-26,2025-12-10,2025-12-14,437,437.0
PO-02170,SKU-073,2025-06-11,2025-06-29,2025-07-01,445,445.0
PO-00447,SKU-015,2025-10-08,2025-10-22,2025-10-25,481,481.0
PO-01596,SKU-054,2024-12-18,2025-01-01,2025-01-02,326,326.0
PO-01340,SKU-045,2025-12-10,2025-12-24,,447,
PO-00343,SKU-012,06/11/2024,2024-11-20,2024-11-21,536,536.0
PO-02866,SKU-096,30-Apr-2025,2025-05-14,2025-05-18,293,293.0
PO-00112,SKU-004,06-Aug-2025,2025-08-24,2025-08-24,535,535.0
PO-00616,SKU-021,13/11/2024,2024-11-27,2024-11-27,233,233.0
PO-01025,SKU-035,07-10-2024,2024-07-28,2024-07-28,441,441.0
PO-00656,SKU-022,08-20-2025,2025-09-03,2025-09-03,337,337.0
PO-00772,SKU-026,2025-06-18,2025-07-02,2025-07-02,499,499.0
PO-00608,SKU-021,2024-05-08,2024-05-22,2024-05-22,208,208.0
PO-00161,SKU-006,2024-10-30,2024-11-13,2024-11-16,413,413.0
