Snapshot_Date,Product_ID,Stock_On_Hand,Qty_Used
2025-04-23,SKU-019,269,90
2025-04-30,SKU-019,566,120
2025-05-07,SKU-019,455,111
2025-05-14,SKU-019,353,101
2025-05-21,SKU-019,259,94
2025-05-28,SKU-019,442,114
2025-06-04,SKU-019,351,91
2025-06-11,SKU-019,254,97
2025-06-18,SKU-019,416,128
2025-06-25,SKU-019,301,115
2025-07-02,SKU-019,215,86
2025-07-09,SKU-019,434,113
2025-07-16,SKU-019,313,121
2025-07-23,SKU-019,188,125
2025-07-30,SKU-019,421,123
2025-08-06,SKU-019,303,119
2025-08-13,SKU-019,194,108
2025-08-20,SKU-019,505,107
2025-08-27,SKU-019,421,84
2025-09-03,SKU-019,298,123
2025-09-10,SKU-019,190,108
2025-09-17,SKU-019,400,92
2025-09-24,SKU-019,298,102
2025-10-01,SKU-019,180,117
2025-10-08,SKU-019,399,120
2025-10-22,SKU-019,172,117
2025-10-29,SKU-019,515,132
2025-11-05,SKU-019,413,102
2025-11-12,SKU-019,320,93
2025-11-19,SKU-019,213,107
2025-11-26,SKU-019,424,120
2025-12-03,SKU-019,326,98
2025-12-10,SKU-019,225,101
2025-12-17,SKU-019,570,99
2025-12-24,SKU-019,468,102
2024-01-03,SKU-020,671,85
2024-01-10,SKU-020,590,80
2024-01-17,SKU-020,509,82
2024-01-24,SKU-020,423,86
2024-01-31,SKU-020,339,84
2024-02-07,SKU-020,261,78
2024-02-14,SKU-020,185,76
2024-02-21,SKU-020,94,91
2024-02-28,SKU-020,11,83
2024-03-06,SKU-020,0,80
2024-03-13,SKU-020,160,87
2024-03-20,SKU-020,95,65
2024-03-27,SKU-020,309,107
2024-04-03,SKU-020,224,85
2024-04-10,SKU-020,122,102
2024-04-17,SKU-020,37,85
2024-04-24,SKU-020,0,48
2024-05-01,SKU-020,247,83
2024-05-08,SKU-020,413,106
2024-05-15,SKU-020,319,94
2024-05-22,SKU-020,243,76
2024-05-29,SKU-020,145,98
2024-06-05,SKU-020,412,65
2024-06-12,SKU-020,323,89
2024-06-19,SKU-020,276,47
2024-06-26,SKU-020,207,69
2024-07-03,SKU-020,429,48
2024-07-10,SKU-020,343,86
2024-07-17,SKU-020,251,92
2024-07-24,SKU-020,185,66
2024-07-31,SKU-020,352,64
2024-08-07,SKU-020,260,92
2024-08-14,SKU-020,168,92
2024-08-21,SKU-020,398,111
2024-08-28,SKU-020,326,72
2024-09-04,SKU-020,223,103
2024-09-11,SKU-020,147,77
2024-09-18,SKU-020,357,93
2024-09-25,SKU-020,252,105
2024-10-02,SKU-020,168,84
2024-10-09,SKU-020,431,63
2024-10-16,SKU-020,360,71
2024-10-23,SKU-020,267,93
2024-10-30,SKU-020,172,95
2024-11-06,SKU-020,412,81
2024-11-13,SKU-020,310,103
2024-11-20,SKU-020,217,92
2024-11-27,SKU-020,145,72
2024-12-04,SKU-020,444,78
2024-12-11,SKU-020,357,87
2024-12-18,SKU-020,276,82
2024-12-25,SKU-020,185,90
2025-01-01,SKU-020,330,86
2025-01-08,SKU-020,254,76
2025-01-15,SKU-020,154,100
2025-01-22,SKU-020,62,91
2025-01-29,SKU-020,0,76
2025-02-05,SKU-020,215,89
2025-02-12,SKU-020,130,85
2025-02-19,SKU-020,16,114
2025-02-26,SKU-020,0,81
2025-03-05,SKU-020,207,91
2025-03-12,SKU-020,97,111
2025-03-19,SKU-020,13,84
2025-03-26,SKU-020,0,69
2025-04-02,SKU-020,249,71
2025-04-09,SKU-020,162,88
2025-04-16,SKU-020,87,74
2025-04-23,SKU-020,21,67
2025-04-30,SKU-020,247,90
2025-05-07,SKU-020,158,89
2025-05-14,SKU-020,375,80
2025-05-21,SKU-020,302,73
2025-05-28,SKU-020,204,98
2025-06-04,SKU-020,322,81
2025-06-11,SKU-020,234,88
2025-06-18,SKU-020,134,100
2025-06-25,SKU-020,320,93
2025-07-02,SKU-020,227,92
2025-07-09,SKU-020,156,71
2025-07-16,SKU-020,418,69
2025-07-23,SKU-020,321,97
2025-07-30,SKU-020,249,72
2025-08-06,SKU-020,165,84
2025-08-13,SKU-020,341,94
2025-08-20,SKU-020,271,70
2025-08-27,SKU-020,183,88
2025-09-03,SKU-020,471,63
2025-09-10,SKU-020,352,119
2025-09-17,SKU-020,276,76
2025-09-24,SKU-020,194,82
2025-10-01,SKU-020,376,79
2025-10-08,SKU-020,294,82
2025-10-15,SKU-020,204,90
2025-10-22,SKU-020,390,58
2025-10-29,SKU-020,299,90
2025-11-05,SKU-020,224,75
2025-11-12,SKU-020,161,64
2025-11-19,SKU-020,404,92
2025-11-26,SKU-020,326,79
2025-12-03,SKU-020,233,92
2025-12-10,SKU-020,145,88
2025-12-17,SKU-020,296,101
2025-12-24,SKU-020,215,80
2024-01-03,SKU-021,527,75
2024-01-10,SKU-021,442,85
2024-01-17,SKU-021,355,87
2024-01-24,SKU-021,257,98
2024-02-07,SKU-021,421,94
2024-02-14,SKU-021,334,87
2024-02-21,SKU-021,230,103
2024-02-28,SKU-021,406,76
2024-03-06,SKU-021,311,95
2024-03-13,SKU-021,218,93
2024-03-20,SKU-021,383,79
2024-03-27,SKU-021,291,92
2024-04-03,SKU-021,198,93
2024-04-10,SKU-021,397,101
2024-04-17,SKU-021,299,97
2024-04-24,SKU-021,215,84
2024-05-01,SKU-021,140,75
2024-05-08,SKU-021,339,69
2024-05-15,SKU-021,251,88
2024-05-22,SKU-021,371,88
2024-05-29,SKU-021,245,126
2024-06-05,SKU-021,156,89
2024-06-12,SKU-021,83,73
2024-06-19,SKU-021,344,92
2024-06-26,SKU-021,245,99
2024-07-03,SKU-021,457,75
2024-07-10,SKU-021,363,94
2024-07-17,SKU-021,287,76
2024-07-24,SKU-021,193,94
2024-07-31,SKU-021,122,70
2024-08-07,SKU-021,403,84
2024-08-14,SKU-021,317,86
2024-08-21,SKU-021,222,95
2024-08-28,SKU-021,439,81
2024-09-04,SKU-021,367,73
2024-09-11,SKU-021,272,94
2024-09-18,SKU-021,201,71
2024-09-25,SKU-021,126,75
2024-10-02,SKU-021,322,103
2024-10-09,SKU-021,252,70
2024-10-16,SKU-021,152,100
2024-10-23,SKU-021,286,103
2024-10-30,SKU-021,196,90
2024-11-06,SKU-021,92,104
2024-11-13,SKU-021,334,80
2024-11-20,SKU-021,265,69
2024-11-27,SKU-021,398,100
2024-12-04,SKU-021,292,106
2024-12-11,SKU-021,199,93
2024-12-18,SKU-021,97,102
2024-12-25,SKU-021,364,68
2025-01-01,SKU-021,281,83
2025-01-08,SKU-021,172,109
2025-01-15,SKU-021,96,76
2025-01-22,SKU-021,368,81
2025-01-29,SKU-021,279,89
2025-02-05,SKU-021,180,99
2025-02-12,SKU-021,112,68
2025-02-19,SKU-021,383,100
2025-02-26,SKU-021,291,92
2025-03-05,SKU-021,207,84
2025-03-12,SKU-021,426,78
2025-03-19,SKU-021,352,74
2025-03-26,SKU-021,270,82
2025-04-02,SKU-021,185,85
2025-04-09,SKU-021,126,59
2025-04-16,SKU-021,412,68
2025-04-23,SKU-021,324,87
2025-04-30,SKU-021,254,71
2025-05-07,SKU-021,164,90
2025-05-14,SKU-021,332,93
2025-05-21,SKU-021,245,87
2025-05-28,SKU-021,128,117
2025-06-04,SKU-021,270,95
2025-06-11,SKU-021,193,78
2025-06-18,SKU-021,453,95
2025-06-25,SKU-021,357,96
2025-07-02,SKU-021,276,81
2025-07-09,SKU-021,195,82
2025-07-16,SKU-021,473,70
2025-07-23,SKU-021,381,92
2025-07-30,SKU-021,297,84
2025-08-06,SKU-021,210,86
2025-08-13,SKU-021,124,87
2025-08-20,SKU-021,414,59
2025-08-27,SKU-021,326,88
2025-09-03,SKU-021,249,77
2025-09-10,SKU-021,184,65
2025-09-17,SKU-021,401,70
2025-09-24,SKU-021,320,80
2025-10-01,SKU-021,250,70
2025-10-08,SKU-021,155,95
2025-10-15,SKU-021,400,95
2025-10-22,SKU-021,285,114
2025-10-29,SKU-021,195,91
2025-11-05,SKU-021,420,64
2025-11-12,SKU-021,345,76
2025-11-19,SKU-021,245,100
2025-11-26,SKU-021,145,100
2025-12-03,SKU-021,431,95
2025-12-10,SKU-021,341,90
2025-12-17,SKU-021,269,72
2025-12-24,SKU-021,486,86
2024-01-03,SKU-022,1088,112
2024-01-10,SKU-022,949,139
2024-01-17,SKU-022,853,96
2024-01-24,SKU-022,737,116
2024-01-31,SKU-022,588,149
2024-02-07,SKU-022,462,125
2024-02-14,SKU-022,331,131
2024-02-21,SKU-022,560,124
2024-02-28,SKU-022,439,121
2024-03-06,SKU-022,293,147
2024-03-13,SKU-022,170,122
2024-03-20,SKU-022,546,101
2024-03-27,SKU-022,384,162
2024-04-03,SKU-022,263,122
2024-04-10,SKU-022,567,87
2024-04-17,SKU-022,472,95
2024-04-24,SKU-022,358,114
2024-05-01,SKU-022,258,100
2024-05-08,SKU-022,436,121
2024-05-15,SKU-022,312,124
2024-05-22,SKU-022,184,127
2024-05-29,SKU-022,446,101
2024-06-05,SKU-022,324,121
2024-06-12,SKU-022,159,166
2024-06-19,SKU-022,461,95
2024-06-26,SKU-022,311,150
2024-07-03,SKU-022,568,92
2024-07-10,SKU-022,473,95
2024-07-17,SKU-022,354,119
2024-07-24,SKU-022,619,108
2024-07-31,SKU-022,499,120
2024-08-07,SKU-022,377,122
2024-08-14,SKU-022,250,127
2024-08-21,SKU-022,159,92
2024-08-28,SKU-022,549,129
2024-09-04,SKU-022,441,108
2024-09-11,SKU-022,312,130
2024-09-18,SKU-022,651,113
2024-09-25,SKU-022,529,122
2024-10-02,SKU-022,413,116
2024-10-09,SKU-022,252,161
2024-10-16,SKU-022,122,129
2024-10-23,SKU-022,359,120
2024-10-30,SKU-022,602,173
2024-11-06,SKU-022,502,100
2024-11-13,SKU-022,420,83
2024-11-20,SKU-022,286,134
2024-11-27,SKU-022,577,111
2024-12-04,SKU-022,470,106
2024-12-11,SKU-022,373,97
2024-12-18,SKU-022,645,102
2024-12-25,SKU-022,493,152
2025-01-01,SKU-022,406,87
2025-01-08,SKU-022,282,124
2025-01-15,SKU-022,618,116
2025-01-22,SKU-022,479,139
2025-01-29,SKU-022,355,124
2025-02-05,SKU-022,486,151
2025-02-12,SKU-022,367,119
2025-02-19,SKU-022,280,87
2025-02-26,SKU-022,142,139
2025-03-05,SKU-022,569,105
2025-03-12,SKU-022,455,114
2025-03-19,SKU-022,321,134
2025-03-26,SKU-022,633,135
2025-04-02,SKU-022,522,111
2025-04-09,SKU-022,401,121
2025-04-16,SKU-022,284,117
2025-04-23,SKU-022,158,126
2025-04-30,SKU-022,394,125
2025-05-07,SKU-022,296,98
2025-05-14,SKU-022,573,120
2025-05-21,SKU-022,469,103
2025-05-28,SKU-022,357,112
2025-06-04,SKU-022,226,131
2025-06-11,SKU-022,504,153
2025-06-18,SKU-022,403,101
2025-06-25,SKU-022,246,157
2025-07-02,SKU-022,570,142
2025-07-09,SKU-022,435,135
2025-07-16,SKU-022,301,134
2025-07-23,SKU-022,577,137
2025-07-30,SKU-022,468,109
2025-08-06,SKU-022,340,128
2025-08-13,SKU-022,552,110
2025-08-20,SKU-022,458,93
2025-08-27,SKU-022,346,113
2025-09-03,SKU-022,592,91
2025-09-10,SKU-022,450,143
2025-09-17,SKU-022,322,128
2025-09-24,SKU-022,579,105
2025-10-08,SKU-022,325,143
2025-10-15,SKU-022,650,98
2025-10-22,SKU-022,537,113
2025-10-29,SKU-022,444,94
2025-11-05,SKU-022,322,121
2025-11-12,SKU-022,611,132
2025-11-19,SKU-022,480,131
2025-11-26,SKU-022,382,98
2025-12-03,SKU-022,273,109
2025-12-10,SKU-022,481,148
2025-12-17,SKU-022,388,93
2025-12-24,SKU-022,271,117
2024-01-03,SKU-023,436,98
2024-01-10,SKU-023,351,85
2024-01-17,SKU-023,254,96
2024-01-24,SKU-023,151,103
2024-01-31,SKU-023,368,78
2024-02-07,SKU-023,283,85
2024-02-14,SKU-023,205,78
2024-02-21,SKU-023,435,80
2024-02-28,SKU-023,349,86
2024-03-06,SKU-023,252,96
2024-03-13,SKU-023,441,73
2024-03-20,SKU-023,350,92
2024-03-27,SKU-023,268,82
2024-04-03,SKU-023,172,95
2024-04-10,SKU-023,357,87
2024-04-17,SKU-023,281,76
2024-04-24,SKU-023,196,85
2024-05-01,SKU-023,116,80
2024-05-08,SKU-023,366,85
2024-05-15,SKU-023,291,75
2024-05-22,SKU-023,225,66
2024-05-29,SKU-023,140,85
2024-06-05,SKU-023,55,85
2024-06-12,SKU-023,0,77
2024-06-19,SKU-023,262,94
2024-06-26,SKU-023,171,92
2024-07-03,SKU-023,103,68
2024-07-10,SKU-023,361,81
2024-07-17,SKU-023,282,80
2024-07-24,SKU-023,469,86
2024-07-31,SKU-023,412,57
2024-08-07,SKU-023,312,100
2024-08-14,SKU-023,234,78
2024-08-21,SKU-023,476,79
2024-08-28,SKU-023,368,108
2024-09-04,SKU-023,281,87
2024-09-11,SKU-023,186,95
2024-09-18,SKU-023,460,82
2024-09-25,SKU-023,362,98
2024-10-02,SKU-023,275,87
2024-10-09,SKU-023,198,77
2024-10-16,SKU-023,413,75
2024-10-23,SKU-023,328,84
2024-10-30,SKU-023,210,118
2024-11-06,SKU-023,452,104
2024-11-13,SKU-023,357,95
2024-11-20,SKU-023,265,92
2024-11-27,SKU-023,187,78
2024-12-04,SKU-023,466,68
2024-12-11,SKU-023,394,72
2024-12-18,SKU-023,302,92
2024-12-25,SKU-023,201,101
2025-01-01,SKU-023,129,71
2025-01-08,SKU-023,366,97
2025-01-15,SKU-023,287,79
2025-01-22,SKU-023,212,75
2025-01-29,SKU-023,495,88
2025-02-05,SKU-023,411,84
2025-02-12,SKU-023,324,87
2025-02-19,SKU-023,255,70
2025-02-26,SKU-023,431,71
2025-03-05,SKU-023,337,94
2025-03-12,SKU-023,255,82
2025-03-19,SKU-023,179,76
2025-03-26,SKU-023,318,92
2025-04-02,SKU-023,220,98
2025-04-09,SKU-023,473,116
2025-04-16,SKU-023,386,88
2025-04-23,SKU-023,278,108
2025-04-30,SKU-023,193,85
2025-05-07,SKU-023,107,86
2025-05-14,SKU-023,18,89
2025-05-21,SKU-023,0,102
2025-05-28,SKU-023,192,94
2025-06-04,SKU-023,102,90
2025-06-11,SKU-023,326,82
2025-06-18,SKU-023,215,111
2025-06-25,SKU-023,127,89
2025-07-02,SKU-023,22,105
2025-07-09,SKU-023,0,90
2025-07-16,SKU-023,209,96
2025-07-23,SKU-023,107,102
2025-07-30,SKU-023,253,73
2025-08-06,SKU-023,453,87
2025-08-13,SKU-023,362,91
2025-08-20,SKU-023,252,110
2025-08-27,SKU-023,156,96
2025-09-03,SKU-023,57,99
2025-09-10,SKU-023,371,93
2025-09-17,SKU-023,306,66
2025-09-24,SKU-023,218,88
2025-10-01,SKU-023,140,79
2025-10-08,SKU-023,402,100
2025-10-15,SKU-023,319,83
2025-10-22,SKU-023,224,95
2025-10-29,SKU-023,444,80
2025-11-05,SKU-023,385,59
2025-11-12,SKU-023,307,79
2025-11-19,SKU-023,206,101
2025-11-26,SKU-023,466,70
2025-12-03,SKU-023,369,96
2025-12-10,SKU-023,276,93
2025-12-17,SKU-023,181,95
2024-01-03,SKU-024,1193,148
2024-01-10,SKU-024,1034,159
2024-01-17,SKU-024,870,163
2024-01-24,SKU-024,751,119
2024-01-31,SKU-024,614,138
2024-02-07,SKU-024,454,159
2024-02-14,SKU-024,275,179
2024-02-21,SKU-024,94,181
2024-02-28,SKU-024,0,173
2024-03-06,SKU-024,237,166
2024-03-13,SKU-024,88,148
2024-03-20,SKU-024,0,166
2024-03-27,SKU-024,255,164
2024-04-03,SKU-024,90,164
2024-04-10,SKU-024,493,149
2024-04-17,SKU-024,352,141
2024-04-24,SKU-024,769,127
2024-05-01,SKU-024,635,134
2024-05-08,SKU-024,485,149
2024-05-15,SKU-024,313,172
2024-05-22,SKU-024,594,158
2024-05-29,SKU-024,459,135
2024-06-05,SKU-024,284,176
2024-06-12,SKU-024,761,137
2024-06-19,SKU-024,629,132
2024-06-26,SKU-024,519,110
2024-07-03,SKU-024,376,143
2024-07-10,SKU-024,652,159
2024-07-17,SKU-024,508,144
2024-07-24,SKU-024,349,158
2024-07-31,SKU-024,752,121
2024-08-07,SKU-024,582,169
2024-08-14,SKU-024,394,188
2024-08-21,SKU-024,243,151
2024-08-28,SKU-024,793,92
2024-09-04,SKU-024,651,142
2024-09-11,SKU-024,509,142
2024-09-18,SKU-024,381,128
2024-09-25,SKU-024,645,187
2024-10-02,SKU-024,475,170
2024-10-09,SKU-024,318,157
2024-10-16,SKU-024,654,168
2024-10-23,SKU-024,523,132
2024-10-30,SKU-024,327,196
2024-11-06,SKU-024,593,141
2024-11-13,SKU-024,456,136
2024-11-27,SKU-024,725,110
2024-12-04,SKU-024,541,184
2024-12-11,SKU-024,396,145
2024-12-18,SKU-024,250,146
2024-12-25,SKU-024,595,129
2025-01-01,SKU-024,447,148
2025-01-08,SKU-024,313,134
2025-01-15,SKU-024,694,128
2025-01-22,SKU-024,578,116
2025-01-29,SKU-024,445,133
2025-02-05,SKU-024,292,153
2025-02-12,SKU-024,143,150
2025-02-19,SKU-024,0,212
2025-02-26,SKU-024,353,149
2025-03-05,SKU-024,173,179
2025-03-12,SKU-024,28,146
2025-03-19,SKU-024,311,150
2025-03-26,SKU-024,174,136
2025-04-02,SKU-024,64,111
2025-04-09,SKU-024,0,181
2025-04-16,SKU-024,407,132
2025-04-23,SKU-024,883,150
2025-04-30,SKU-024,689,194
2025-05-07,SKU-024,537,152
2025-05-14,SKU-024,374,163
2025-05-21,SKU-024,229,145
2025-05-28,SKU-024,728,136
2025-06-04,SKU-024,624,104
2025-06-11,SKU-024,488,137
2025-06-18,SKU-024,320,168
2025-06-25,SKU-024,671,143
2025-07-02,SKU-024,520,152
2025-07-09,SKU-024,374,146
2025-07-16,SKU-024,575,157
2025-07-23,SKU-024,418,158
2025-07-30,SKU-024,255,163
2025-08-06,SKU-024,615,151
2025-08-13,SKU-024,453,162
2025-08-20,SKU-024,311,142
2025-08-27,SKU-024,649,118
2025-09-03,SKU-024,493,156
2025-09-10,SKU-024,352,140
2025-09-17,SKU-024,764,165
2025-09-24,SKU-024,623,142
2025-10-01,SKU-024,501,121
2025-10-08,SKU-024,283,218
2025-10-15,SKU-024,679,152
2025-10-22,SKU-024,513,166
2025-10-29,SKU-024,364,148
2025-11-05,SKU-024,754,144
2025-11-12,SKU-024,598,157
2025-11-19,SKU-024,427,171
2025-11-26,SKU-024,321,106
2025-12-03,SKU-024,627,136
2025-12-10,SKU-024,434,193
2025-12-17,SKU-024,221,212
2025-12-24,SKU-024,629,153
2024-01-03,SKU-025,934,101
2024-01-10,SKU-025,843,91
2024-01-17,SKU-025,766,77
2024-01-24,SKU-025,636,130
2024-01-31,SKU-025,509,127
2024-02-07,SKU-025,367,143
2024-02-14,SKU-025,293,74
2024-02-21,SKU-025,694,86
2024-02-28,SKU-025,584,110
2024-03-06,SKU-025,461,123
2024-03-13,SKU-025,356,105
2024-03-20,SKU-025,235,122
2024-03-27,SKU-025,612,148
2024-04-03,SKU-025,498,114
2024-04-10,SKU-025,385,113
2024-04-17,SKU-025,264,121
2024-04-24,SKU-025,571,127
2024-05-01,SKU-025,451,119
2024-05-08,SKU-025,335,116
2024-05-15,SKU-025,505,142
2024-05-22,SKU-025,392,113
2024-05-29,SKU-025,267,125
2024-06-05,SKU-025,522,110
2024-06-12,SKU-025,424,99
2024-06-19,SKU-025,303,120
2024-06-26,SKU-025,507,127
2024-07-03,SKU-025,421,85
2024-07-10,SKU-025,325,96
2024-07-17,SKU-025,525,147
2024-07-24,SKU-025,416,109
2024-07-31,SKU-025,334,83
2024-08-07,SKU-025,697,100
2024-08-14,SKU-025,598,99
2024-08-21,SKU-025,498,99
2024-08-28,SKU-025,397,101
2024-09-04,SKU-025,303,93
2024-09-11,SKU-025,583,132
2024-09-18,SKU-025,471,112
2024-09-25,SKU-025,352,119
2024-10-02,SKU-025,231,121
2024-10-16,SKU-025,452,123
2024-10-23,SKU-025,359,93
2024-10-30,SKU-025,262,97
2024-11-06,SKU-025,528,107
2024-11-13,SKU-025,408,120
2024-11-20,SKU-025,295,113
2024-11-27,SKU-025,429,127
2024-12-04,SKU-025,339,90
2024-12-11,SKU-025,559,108
2024-12-18,SKU-025,416,142
2024-12-25,SKU-025,345,72
2025-01-01,SKU-025,193,151
2025-01-08,SKU-025,478,81
2025-01-15,SKU-025,366,112
2025-01-22,SKU-025,253,113
2025-01-29,SKU-025,512,146
2025-02-05,SKU-025,389,123
2025-02-12,SKU-025,302,86
2025-02-19,SKU-025,559,134
2025-02-26,SKU-025,451,108
2025-03-05,SKU-025,301,149
2025-03-12,SKU-025,205,97
2025-03-19,SKU-025,379,125
2025-03-26,SKU-025,260,119
2025-04-02,SKU-025,154,105
2025-04-09,SKU-025,476,128
2025-04-16,SKU-025,363,112
2025-04-23,SKU-025,243,120
2025-04-30,SKU-025,623,138
2025-05-07,SKU-025,477,146
2025-05-14,SKU-025,350,127
2025-05-21,SKU-025,240,110
2025-05-28,SKU-025,629,136
2025-06-04,SKU-025,497,132
2025-06-11,SKU-025,401,96
2025-06-18,SKU-025,294,108
2025-06-25,SKU-025,655,104
2025-07-02,SKU-025,549,106
2025-07-16,SKU-025,279,153
2025-07-23,SKU-025,187,92
2025-07-30,SKU-025,351,171
2025-08-06,SKU-025,222,129
2025-08-13,SKU-025,102,121
2025-08-20,SKU-025,369,146
2025-08-27,SKU-025,274,95
2025-09-03,SKU-025,514,120
2025-09-10,SKU-025,391,123
2025-09-17,SKU-025,255,136
2025-09-24,SKU-025,158,97
2025-10-01,SKU-025,503,145
2025-10-08,SKU-025,358,145
2025-10-15,SKU-025,227,131
2025-10-22,SKU-025,107,120
2025-10-29,SKU-025,392,110
2025-11-05,SKU-025,267,125
2025-11-12,SKU-025,132,135
2025-11-19,SKU-025,452,97
2025-11-26,SKU-025,370,82
2025-12-03,SKU-025,638,134
2025-12-10,SKU-025,543,95
2025-12-17,SKU-025,426,117
2025-12-24,SKU-025,306,120
2024-01-03,SKU-026,989,139
2024-01-10,SKU-026,882,106
2024-01-17,SKU-026,744,139
2024-01-24,SKU-026,614,129
2024-01-31,SKU-026,474,140
2024-02-07,SKU-026,373,101
2024-02-14,SKU-026,694,130
2024-02-21,SKU-026,512,183
2024-02-28,SKU-026,386,126
2024-03-06,SKU-026,736,153
2024-03-13,SKU-026,578,159
2024-03-20,SKU-026,443,135
2024-03-27,SKU-026,300,143
2024-04-03,SKU-026,147,153
2024-04-10,SKU-026,608,141
2024-04-17,SKU-026,496,113
2024-04-24,SKU-026,330,166
2024-05-01,SKU-026,168,162
2024-05-08,SKU-026,435,178
2024-05-15,SKU-026,284,151
2024-05-22,SKU-026,130,154
2024-05-29,SKU-026,533,140
2024-06-05,SKU-026,416,117
2024-06-12,SKU-026,282,134
2024-06-19,SKU-026,512,155
2024-06-26,SKU-026,335,178
2024-07-03,SKU-026,166,169
2024-07-10,SKU-026,399,168
2024-07-17,SKU-026,257,142
2024-07-24,SKU-026,643,146
2024-07-31,SKU-026,529,114
2024-08-07,SKU-026,390,139
2024-08-14,SKU-026,590,157
2024-08-21,SKU-026,443,147
2024-08-28,SKU-026,287,156
2024-09-04,SKU-026,111,176
2024-09-11,SKU-026,478,156
2024-09-18,SKU-026,360,118
2024-09-25,SKU-026,235,126
2024-10-02,SKU-026,567,126
2024-10-09,SKU-026,466,101
2024-10-16,SKU-026,343,123
2024-10-23,SKU-026,841,121
2024-10-30,SKU-026,716,125
2024-11-06,SKU-026,608,109
2024-11-13,SKU-026,485,123
2024-11-20,SKU-026,370,115
2024-11-27,SKU-026,245,125
2024-12-04,SKU-026,670,168
2024-12-11,SKU-026,512,158
2024-12-18,SKU-026,370,142
2024-12-25,SKU-026,651,120
2025-01-01,SKU-026,535,116
2025-01-08,SKU-026,394,141
2025-01-15,SKU-026,713,166
2025-01-22,SKU-026,575,138
2025-01-29,SKU-026,387,188
2025-02-05,SKU-026,219,168
2025-02-12,SKU-026,705,131
2025-02-19,SKU-026,579,126
2025-02-26,SKU-026,431,148
2025-03-05,SKU-026,276,155
2025-03-12,SKU-026,736,133
2025-03-19,SKU-026,593,143
2025-03-26,SKU-026,433,160
2025-04-02,SKU-026,300,133
2025-04-09,SKU-026,666,156
2025-04-16,SKU-026,553,113
2025-04-23,SKU-026,432,121
2025-04-30,SKU-026,624,173
2025-05-07,SKU-026,461,163
2025-05-14,SKU-026,292,169
2025-05-21,SKU-026,665,165
2025-05-28,SKU-026,546,119
2025-06-04,SKU-026,391,155
2025-06-11,SKU-026,636,101
2025-06-18,SKU-026,528,108
2025-06-25,SKU-026,419,110
2025-07-02,SKU-026,803,114
2025-07-09,SKU-026,660,143
2025-07-16,SKU-026,476,184
2025-07-23,SKU-026,361,115
2025-07-30,SKU-026,259,102
2025-08-06,SKU-026,582,153
2025-08-13,SKU-026,461,121
2025-08-20,SKU-026,290,171
2025-08-27,SKU-026,690,131
2025-09-03,SKU-026,540,151
2025-09-10,SKU-026,400,140
2025-09-17,SKU-026,239,161
2025-09-24,SKU-026,618,122
2025-10-01,SKU-026,450,168
2025-10-08,SKU-026,287,163
2025-10-15,SKU-026,130,158
2025-10-22,SKU-026,512,178
2025-10-29,SKU-026,359,153
2025-11-05,SKU-026,641,132
2025-11-12,SKU-026,489,151
2025-11-19,SKU-026,338,152
2025-11-26,SKU-026,223,115
2025-12-03,SKU-026,561,142
2025-12-10,SKU-026,397,164
2025-12-17,SKU-026,776,132
2025-12-24,SKU-026,630,147
2024-01-03,SKU-027,1053,108
2024-01-10,SKU-027,943,110
2024-01-17,SKU-027,812,132
2024-01-24,SKU-027,695,117
2024-01-31,SKU-027,559,136
2024-02-07,SKU-027,445,114
2024-02-21,SKU-027,522,120
2024-02-28,SKU-027,384,137
2024-03-06,SKU-027,697,147
2024-03-13,SKU-027,550,146
2024-03-20,SKU-027,409,142
2024-03-27,SKU-027,286,123
2024-04-03,SKU-027,692,142
2024-04-10,SKU-027,535,157
2024-04-17,SKU-027,393,142
2024-04-24,SKU-027,286,107
2024-05-01,SKU-027,168,118
2024-05-08,SKU-027,67,101
2024-05-15,SKU-027,0,131
2024-05-22,SKU-027,412,154
2024-05-29,SKU-027,266,146
2024-06-05,SKU-027,114,152
2024-06-12,SKU-027,348,141
2024-06-19,SKU-027,205,143
2024-06-26,SKU-027,569,119
2024-07-03,SKU-027,433,137
2024-07-10,SKU-027,331,101
2024-07-17,SKU-027,179,152
2024-07-24,SKU-027,47,132
2024-07-31,SKU-027,0,151
2024-08-07,SKU-027,356,143
2024-08-14,SKU-027,719,124
2024-08-21,SKU-027,599,119
2024-08-28,SKU-027,479,121
2024-09-04,SKU-027,344,135
2024-09-11,SKU-027,712,148
2024-09-18,SKU-027,615,97
2024-09-25,SKU-027,517,98
2024-10-02,SKU-027,372,145
2024-10-09,SKU-027,733,122
2024-10-16,SKU-027,642,91
2024-10-23,SKU-027,483,159
2024-10-30,SKU-027,336,147
2024-11-06,SKU-027,635,141
2024-11-13,SKU-027,483,152
2024-11-20,SKU-027,357,126
2024-11-27,SKU-027,538,120
2024-12-04,SKU-027,401,137
2024-12-11,SKU-027,232,170
2024-12-18,SKU-027,94,137
2024-12-25,SKU-027,383,103
2025-01-01,SKU-027,712,136
2025-01-08,SKU-027,574,137
2025-01-15,SKU-027,445,129
2025-01-22,SKU-027,335,110
2025-01-29,SKU-027,187,148
2025-02-05,SKU-027,543,116
2025-02-12,SKU-027,409,134
2025-02-19,SKU-027,274,135
2025-02-26,SKU-027,565,147
2025-03-05,SKU-027,429,136
2025-03-12,SKU-027,271,158
2025-03-19,SKU-027,145,126
2025-03-26,SKU-027,415,139
