Snapshot_Date,Product_ID,FG_Stock_On_Hand,FG_Weekly_Shipment
2024-10-30,SKU-026,196,160
2024-11-06,SKU-026,207,135
2024-11-13,SKU-026,183,162
2024-11-20,SKU-026,196,142
2024-11-27,SKU-026,175,177
2024-12-04,SKU-026,219,106
2024-12-11,SKU-026,220,141
2024-12-18,SKU-026,162,202
2024-12-25,SKU-026,124,173
2025-01-01,SKU-026,116,149
2025-01-08,SKU-026,198,64
2025-01-15,SKU-026,247,85
2025-01-22,SKU-026,216,188
2025-01-29,SKU-026,251,106
2025-02-05,SKU-026,239,174
2025-02-12,SKU-026,260,130
2025-02-19,SKU-026,276,138
2025-02-26,SKU-026,297,135
2025-03-05,SKU-026,334,104
2025-03-12,SKU-026,383,99
2025-03-19,SKU-026,446,91
2025-03-26,SKU-026,507,96
2025-04-02,SKU-026,443,199
2025-04-09,SKU-026,496,91
2025-04-16,SKU-026,418,215
2025-04-23,SKU-026,445,121
2025-04-30,SKU-026,434,154
2025-05-07,SKU-026,432,145
2025-05-14,SKU-026,448,144
2025-05-21,SKU-026,443,160
2025-05-28,SKU-026,421,178
2025-06-04,SKU-026,415,147
2025-06-11,SKU-026,454,95
2025-06-18,SKU-026,467,137
2025-06-25,SKU-026,436,179
2025-07-02,SKU-026,479,108
2025-07-09,SKU-026,451,177
2025-07-16,SKU-026,415,195
2025-07-23,SKU-026,354,213
2025-07-30,SKU-026,380,134
2025-08-06,SKU-026,417,101
2025-08-13,SKU-026,436,139
2025-08-20,SKU-026,437,149
2025-08-27,SKU-026,521,63
2025-09-03,SKU-026,579,98
2025-09-10,SKU-026,584,154
2025-09-17,SKU-026,609,127
2025-09-24,SKU-026,619,135
2025-10-01,SKU-026,606,148
2025-10-08,SKU-026,691,78
2025-10-15,SKU-026,733,115
2025-10-22,SKU-026,767,123
2025-10-29,SKU-026,737,168
2025-11-05,SKU-026,719,160
2025-11-12,SKU-026,719,136
2025-11-19,SKU-026,682,190
2025-11-26,SKU-026,694,124
2025-12-03,SKU-026,733,95
2025-12-10,SKU-026,788,82
2025-12-17,SKU-026,756,171
2025-12-24,SKU-026,754,137
2024-01-03,SKU-027,1025,141
2024-01-10,SKU-027,1006,139
2024-01-17,SKU-027,995,136
2024-01-24,SKU-027,947,186
2024-01-31,SKU-027,944,139
2024-02-07,SKU-027,966,122
2024-02-14,SKU-027,971,130
2024-02-21,SKU-027,995,105
2024-02-28,SKU-027,1001,133
2024-03-06,SKU-027,989,154
2024-03-13,SKU-027,961,149
2024-03-20,SKU-027,991,105
2024-03-27,SKU-027,1030,94
2024-04-03,SKU-027,1019,150
2024-04-10,SKU-027,1043,101
2024-04-17,SKU-027,1068,108
2024-04-24,SKU-027,1067,123
2024-05-01,SKU-027,1065,126
2024-05-08,SKU-027,1040,162
2024-05-15,SKU-027,887,153
2024-05-22,SKU-027,907,114
2024-05-29,SKU-027,913,127
2024-06-05,SKU-027,953,99
2024-06-12,SKU-027,931,161
2024-06-19,SKU-027,871,194
2024-06-26,SKU-027,872,129
2024-07-03,SKU-027,849,144
2024-07-10,SKU-027,870,120
2024-07-17,SKU-027,880,123
2024-07-24,SKU-027,895,118
2024-07-31,SKU-027,797,98
2024-08-07,SKU-027,795,137
2024-08-14,SKU-027,814,125
2024-08-21,SKU-027,802,157
2024-08-28,SKU-027,764,180
2024-09-04,SKU-027,777,117
2024-09-11,SKU-027,764,149
2024-09-18,SKU-027,760,129
2024-09-25,SKU-027,706,187
2024-10-02,SKU-027,703,132
2024-10-09,SKU-027,720,116
2024-10-23,SKU-027,696,117
2024-10-30,SKU-027,669,146
2024-11-06,SKU-027,704,84
2024-11-13,SKU-027,747,80
2024-11-20,SKU-027,767,122
2024-11-27,SKU-027,777,114
2024-12-04,SKU-027,769,136
2024-12-11,SKU-027,776,133
2024-12-18,SKU-027,794,125
2024-12-25,SKU-027,761,165
2025-01-01,SKU-027,797,99
2025-01-08,SKU-027,797,131
2025-01-15,SKU-027,746,174
2025-01-22,SKU-027,694,178
2025-01-29,SKU-027,729,108
2025-02-05,SKU-027,772,84
2025-02-12,SKU-027,797,109
2025-02-19,SKU-027,833,98
2025-02-26,SKU-027,847,114
2025-03-05,SKU-027,845,134
2025-03-12,SKU-027,872,105
2025-03-19,SKU-027,879,133
2025-03-26,SKU-027,885,115
2025-04-02,SKU-027,864,158
2025-04-09,SKU-027,838,145
2025-04-16,SKU-027,831,147
2025-04-23,SKU-027,839,136
2025-04-30,SKU-027,821,146
2025-05-07,SKU-027,791,172
2025-05-14,SKU-027,787,126
2025-05-21,SKU-027,856,71
2025-05-28,SKU-027,875,119
2025-06-04,SKU-027,901,116
2025-06-11,SKU-027,918,119
2025-06-18,SKU-027,789,129
2025-06-25,SKU-027,753,156
2025-07-02,SKU-027,778,108
2025-07-09,SKU-027,785,120
2025-07-16,SKU-027,797,125
2025-07-23,SKU-027,817,103
2025-07-30,SKU-027,862,92
2025-08-06,SKU-027,906,101
2025-08-13,SKU-027,905,135
2025-08-20,SKU-027,928,99
2025-08-27,SKU-027,910,148
2025-09-03,SKU-027,896,154
2025-09-10,SKU-027,900,119
2025-09-17,SKU-027,905,133
2025-09-24,SKU-027,903,136
2025-10-01,SKU-027,945,84
2025-10-08,SKU-027,915,160
2025-10-15,SKU-027,914,140
2025-10-22,SKU-027,967,79
2025-10-29,SKU-027,968,123
2025-11-05,SKU-027,976,126
2025-11-12,SKU-027,978,143
2025-11-19,SKU-027,976,135
2025-11-26,SKU-027,957,150
2025-12-03,SKU-027,951,142
2025-12-10,SKU-027,922,163
2025-12-17,SKU-027,886,165
2025-12-24,SKU-027,926,96
2024-01-03,SKU-028,732,115
2024-01-10,SKU-028,751,92
2024-01-17,SKU-028,721,160
2024-01-24,SKU-028,732,103
2024-01-31,SKU-028,758,105
2024-02-07,SKU-028,745,125
2024-02-14,SKU-028,726,130
2024-02-21,SKU-028,744,113
2024-02-28,SKU-028,724,149
2024-03-06,SKU-028,721,114
2024-03-13,SKU-028,725,122
2024-03-20,SKU-028,702,133
2024-03-27,SKU-028,664,152
2024-04-03,SKU-028,645,142
2024-04-10,SKU-028,652,109
2024-04-17,SKU-028,674,100
2024-04-24,SKU-028,759,43
2024-05-01,SKU-028,709,160
2024-05-08,SKU-028,697,136
2024-05-15,SKU-028,673,150
2024-05-22,SKU-028,685,104
2024-05-29,SKU-028,695,118
2024-06-05,SKU-028,658,162
2024-06-12,SKU-028,634,133
2024-06-19,SKU-028,595,158
2024-06-26,SKU-028,573,139
2024-07-03,SKU-028,576,127
2024-07-10,SKU-028,458,119
2024-07-17,SKU-028,284,174
2024-07-24,SKU-028,268,126
2024-07-31,SKU-028,292,107
2024-08-07,SKU-028,333,78
2024-08-14,SKU-028,338,128
2024-08-21,SKU-028,366,84
2024-08-28,SKU-028,359,124
2024-09-04,SKU-028,373,100
2024-09-11,SKU-028,378,117
2024-09-18,SKU-028,341,158
2024-09-25,SKU-028,397,77
2024-10-02,SKU-028,412,107
2024-10-09,SKU-028,366,164
2024-10-16,SKU-028,362,123
2024-10-23,SKU-028,359,120
2024-10-30,SKU-028,382,102
2024-11-06,SKU-028,395,103
2024-11-13,SKU-028,379,145
2024-11-20,SKU-028,329,175
2024-11-27,SKU-028,338,122
2024-12-04,SKU-028,290,179
2024-12-11,SKU-028,342,64
2024-12-18,SKU-028,325,131
2024-12-25,SKU-028,351,106
2025-01-01,SKU-028,345,131
2025-01-08,SKU-028,346,132
2025-01-15,SKU-028,337,133
2025-01-22,SKU-028,359,103
2025-01-29,SKU-028,341,131
2025-02-05,SKU-028,362,112
2025-02-12,SKU-028,399,95
2025-02-19,SKU-028,408,105
2025-02-26,SKU-028,356,166
2025-03-05,SKU-028,380,99
2025-03-12,SKU-028,369,128
2025-03-19,SKU-028,392,104
2025-03-26,SKU-028,406,108
2025-04-02,SKU-028,428,91
2025-04-09,SKU-028,412,129
2025-04-16,SKU-028,411,134
2025-04-23,SKU-028,459,83
2025-04-30,SKU-028,451,126
2025-05-07,SKU-028,494,80
2025-05-14,SKU-028,366,128
2025-05-21,SKU-028,353,131
2025-05-28,SKU-028,339,145
2025-06-04,SKU-028,344,123
2025-06-11,SKU-028,367,106
2025-06-18,SKU-028,238,128
2025-06-25,SKU-028,231,127
2025-07-02,SKU-028,273,78
2025-07-09,SKU-028,307,98
2025-07-16,SKU-028,323,101
2025-07-23,SKU-028,298,154
2025-07-30,SKU-028,315,95
2025-08-06,SKU-028,309,120
2025-08-13,SKU-028,275,151
2025-08-20,SKU-028,283,116
2025-08-27,SKU-028,334,63
2025-09-03,SKU-028,338,112
2025-09-10,SKU-028,324,140
2025-09-17,SKU-028,323,123
2025-09-24,SKU-028,318,127
2025-10-01,SKU-028,341,102
2025-10-08,SKU-028,325,146
2025-10-15,SKU-028,301,146
2025-10-22,SKU-028,277,136
2025-10-29,SKU-028,229,162
2025-11-12,SKU-028,239,128
2025-11-19,SKU-028,279,80
2025-11-26,SKU-028,281,127
2025-12-03,SKU-028,258,134
2025-12-10,SKU-028,259,131
2025-12-17,SKU-028,253,140
2025-12-24,SKU-028,229,142
2024-01-03,SKU-029,957,132
2024-01-10,SKU-029,983,116
2024-01-17,SKU-029,1020,94
2024-01-24,SKU-029,1038,124
2024-01-31,SKU-029,1054,122
2024-02-07,SKU-029,1083,108
2024-02-14,SKU-029,1072,147
2024-02-21,SKU-029,1076,130
2024-02-28,SKU-029,1056,164
2024-03-06,SKU-029,1041,138
2024-03-13,SKU-029,1026,147
2024-03-20,SKU-029,1033,135
2024-03-27,SKU-029,1024,146
2024-04-03,SKU-029,957,202
2024-04-10,SKU-029,980,110
2024-04-17,SKU-029,955,155
2024-04-24,SKU-029,986,103
2024-05-01,SKU-029,1011,113
2024-05-08,SKU-029,1034,100
2024-05-15,SKU-029,1008,162
2024-05-22,SKU-029,1006,136
2024-05-29,SKU-029,1053,94
2024-06-05,SKU-029,1054,124
2024-06-12,SKU-029,1027,168
2024-06-19,SKU-029,1036,116
2024-06-26,SKU-029,1019,150
2024-07-03,SKU-029,1042,111
2024-07-10,SKU-029,1092,91
2024-07-17,SKU-029,1077,142
2024-07-24,SKU-029,1132,79
2024-07-31,SKU-029,1118,142
2024-08-07,SKU-029,1142,120
2024-08-14,SKU-029,1160,123
2024-08-21,SKU-029,1118,168
2024-08-28,SKU-029,1171,72
2024-09-04,SKU-029,1176,131
2024-09-11,SKU-029,1185,123
2024-09-18,SKU-029,1113,216
2024-09-25,SKU-029,1096,149
2024-10-02,SKU-029,1112,116
2024-10-09,SKU-029,1150,105
2024-10-16,SKU-029,1172,124
2024-10-23,SKU-029,1176,122
2024-10-30,SKU-029,1230,91
2024-11-06,SKU-029,1268,89
2024-11-13,SKU-029,1266,132
2024-11-20,SKU-029,1309,100
2024-11-27,SKU-029,1285,158
2024-12-04,SKU-029,1296,127
2024-12-11,SKU-029,1310,114
2024-12-18,SKU-029,1293,155
2024-12-25,SKU-029,1300,121
2025-01-01,SKU-029,1325,112
2025-01-08,SKU-029,1311,136
2025-01-15,SKU-029,1321,136
2025-01-22,SKU-029,1294,162
2025-01-29,SKU-029,1266,161
2025-02-05,SKU-029,1252,138
2025-02-12,SKU-029,1244,145
2025-02-19,SKU-029,1248,134
2025-02-26,SKU-029,1231,155
2025-03-05,SKU-029,1248,127
2025-03-12,SKU-029,1268,119
2025-03-19,SKU-029,1278,113
2025-03-26,SKU-029,1311,112
2025-04-02,SKU-029,1329,111
2025-04-09,SKU-029,1335,141
2025-04-16,SKU-029,1281,177
2025-04-23,SKU-029,1330,84
2025-04-30,SKU-029,1366,103
2025-05-07,SKU-029,1365,142
2025-05-14,SKU-029,1384,118
2025-05-21,SKU-029,1368,150
2025-05-28,SKU-029,1388,118
2025-06-04,SKU-029,1400,135
2025-06-11,SKU-029,1333,191
2025-06-18,SKU-029,1337,128
2025-06-25,SKU-029,1340,121
2025-07-02,SKU-029,1327,146
2025-07-09,SKU-029,1313,151
2025-07-16,SKU-029,1337,116
2025-07-23,SKU-029,1342,124
2025-07-30,SKU-029,1321,157
2025-08-06,SKU-029,1338,122
2025-08-13,SKU-029,1338,124
2025-08-20,SKU-029,1325,155
2025-08-27,SKU-029,1342,122
2025-09-03,SKU-029,1355,128
2025-09-10,SKU-029,1366,136
2025-09-17,SKU-029,1383,132
2025-09-24,SKU-029,1423,89
2025-10-01,SKU-029,1430,129
2025-10-08,SKU-029,1414,165
2025-10-15,SKU-029,1375,170
2025-10-22,SKU-029,1346,154
2025-10-29,SKU-029,1401,85
2025-11-05,SKU-029,1407,129
2025-11-12,SKU-029,1434,99
2025-11-19,SKU-029,1481,92
2025-11-26,SKU-029,1424,179
2025-12-03,SKU-029,1392,154
2025-12-10,SKU-029,1396,135
2025-12-17,SKU-029,1365,156
2025-12-24,SKU-029,1394,119
2024-01-03,SKU-030,785,143
2024-01-10,SKU-030,809,109
2024-01-17,SKU-030,815,116
2024-01-24,SKU-030,809,123
2024-01-31,SKU-030,825,118
2024-02-07,SKU-030,833,110
2024-02-14,SKU-030,768,189
2024-02-21,SKU-030,798,110
2024-02-28,SKU-030,757,178
2024-03-06,SKU-030,733,145
2024-03-13,SKU-030,753,107
2024-03-20,SKU-030,791,90
2024-03-27,SKU-030,814,93
2024-04-03,SKU-030,807,126
2024-04-10,SKU-030,792,152
2024-04-17,SKU-030,818,112
2024-04-24,SKU-030,797,148
2024-05-01,SKU-030,776,138
2024-05-08,SKU-030,798,107
2024-05-15,SKU-030,666,132
2024-05-22,SKU-030,654,142
2024-05-29,SKU-030,601,169
2024-06-05,SKU-030,568,163
2024-06-12,SKU-030,557,135
2024-06-19,SKU-030,527,147
2024-06-26,SKU-030,588,58
2024-07-03,SKU-030,427,160
2024-07-10,SKU-030,370,194
2024-07-17,SKU-030,380,120
2024-07-24,SKU-030,330,170
2024-07-31,SKU-030,334,127
2024-08-07,SKU-030,354,115
2024-08-14,SKU-030,308,169
2024-08-21,SKU-030,311,134
2024-08-28,SKU-030,310,118
2024-09-04,SKU-030,294,154
2024-09-11,SKU-030,296,123
2024-09-18,SKU-030,296,137
2024-09-25,SKU-030,273,142
2024-10-02,SKU-030,250,148
2024-10-09,SKU-030,273,93
2024-10-16,SKU-030,285,117
2024-10-23,SKU-030,364,57
2024-10-30,SKU-030,374,129
2024-11-06,SKU-030,329,172
2024-11-13,SKU-030,297,169
2024-11-20,SKU-030,275,145
2024-11-27,SKU-030,314,79
2024-12-04,SKU-030,304,150
2024-12-18,SKU-030,227,164
2024-12-25,SKU-030,223,129
2025-01-01,SKU-030,195,166
2025-01-08,SKU-030,171,142
2025-01-15,SKU-030,195,100
2025-01-22,SKU-030,237,96
2025-01-29,SKU-030,187,173
2025-02-05,SKU-030,146,179
2025-02-12,SKU-030,179,102
2025-02-19,SKU-030,97,198
2025-02-26,SKU-030,87,144
2025-03-05,SKU-030,112,96
2025-03-12,SKU-030,108,127
2025-03-19,SKU-030,104,133
2025-03-26,SKU-030,83,156
2025-04-02,SKU-030,98,105
2025-04-09,SKU-030,99,117
2025-04-16,SKU-030,120,119
2025-04-23,SKU-030,129,120
2025-04-30,SKU-030,132,126
2025-05-07,SKU-030,111,143
2025-05-14,SKU-030,88,162
2025-05-21,SKU-030,79,130
2025-05-28,SKU-030,71,131
2025-06-04,SKU-030,68,141
2025-06-11,SKU-030,85,112
2025-06-18,SKU-030,115,86
2025-06-25,SKU-030,125,115
2025-07-02,SKU-030,127,116
2025-07-09,SKU-030,129,136
2025-07-16,SKU-030,114,146
2025-07-23,SKU-030,0,152
2025-07-30,SKU-030,33,100
2025-08-06,SKU-030,49,108
2025-08-13,SKU-030,48,121
2025-08-20,SKU-030,85,98
2025-08-27,SKU-030,116,108
2025-09-03,SKU-030,74,177
2025-09-10,SKU-030,59,146
2025-09-17,SKU-030,97,80
2025-09-24,SKU-030,104,110
2025-10-01,SKU-030,119,109
2025-10-08,SKU-030,137,114
2025-10-15,SKU-030,139,133
2025-10-22,SKU-030,85,173
2025-10-29,SKU-030,106,117
2025-11-05,SKU-030,115,113
2025-11-12,SKU-030,132,122
2025-11-19,SKU-030,130,126
2025-11-26,SKU-030,98,168
2025-12-10,SKU-030,3,179
2025-12-17,SKU-030,56,76
2025-12-24,SKU-030,17,173
2024-01-03,SKU-031,784,62
2024-01-10,SKU-031,815,65
2024-01-17,SKU-031,775,135
2024-01-24,SKU-031,794,74
2024-01-31,SKU-031,804,95
2024-02-07,SKU-031,781,116
2024-02-14,SKU-031,781,92
2024-02-21,SKU-031,779,104
2024-02-28,SKU-031,772,102
2024-03-06,SKU-031,788,85
2024-03-13,SKU-031,808,77
2024-03-20,SKU-031,806,89
2024-03-27,SKU-031,828,82
2024-04-03,SKU-031,803,122
2024-04-10,SKU-031,820,78
2024-04-17,SKU-031,798,119
2024-04-24,SKU-031,786,114
2024-05-01,SKU-031,770,103
2024-05-08,SKU-031,771,88
2024-05-15,SKU-031,772,100
2024-05-22,SKU-031,732,136
2024-05-29,SKU-031,721,110
2024-06-05,SKU-031,713,96
2024-06-12,SKU-031,699,115
2024-06-19,SKU-031,699,99
2024-06-26,SKU-031,690,95
2024-07-03,SKU-031,722,57
2024-07-10,SKU-031,669,142
2024-07-17,SKU-031,673,93
2024-07-24,SKU-031,673,91
2024-07-31,SKU-031,679,92
2024-08-07,SKU-031,694,89
2024-08-14,SKU-031,690,95
2024-08-21,SKU-031,717,78
2024-08-28,SKU-031,693,117
2024-09-04,SKU-031,687,94
2024-09-11,SKU-031,678,95
2024-09-18,SKU-031,675,91
2024-09-25,SKU-031,672,95
2024-10-02,SKU-031,656,109
2024-10-09,SKU-031,671,82
2024-10-16,SKU-031,668,105
2024-10-23,SKU-031,668,93
2024-10-30,SKU-031,637,134
2024-11-06,SKU-031,631,105
2024-11-13,SKU-031,631,94
2024-11-20,SKU-031,636,87
2024-11-27,SKU-031,655,74
2024-12-04,SKU-031,630,124
2024-12-11,SKU-031,654,72
2024-12-18,SKU-031,656,88
2024-12-25,SKU-031,657,93
2025-01-01,SKU-031,647,99
2025-01-08,SKU-031,628,124
2025-01-15,SKU-031,608,119
2025-01-22,SKU-031,630,67
2025-01-29,SKU-031,618,108
2025-02-05,SKU-031,622,91
2025-02-12,SKU-031,608,119
2025-02-19,SKU-031,606,96
2025-02-26,SKU-031,617,84
2025-03-05,SKU-031,612,106
2025-03-12,SKU-031,581,121
2025-03-19,SKU-031,565,112
2025-03-26,SKU-031,538,124
2025-04-02,SKU-031,554,79
2025-04-09,SKU-031,538,113
2025-04-16,SKU-031,545,90
2025-04-23,SKU-031,573,75
2025-04-30,SKU-031,578,89
2025-05-07,SKU-031,594,81
2025-05-14,SKU-031,581,107
2025-05-21,SKU-031,593,87
2025-05-28,SKU-031,583,99
2025-06-04,SKU-031,565,113
2025-06-11,SKU-031,576,89
2025-06-18,SKU-031,581,100
2025-06-25,SKU-031,586,100
2025-07-02,SKU-031,597,90
2025-07-09,SKU-031,621,79
2025-07-16,SKU-031,603,106
2025-07-23,SKU-031,591,107
2025-07-30,SKU-031,567,111
2025-08-06,SKU-031,551,115
2025-08-13,SKU-031,544,109
2025-08-20,SKU-031,528,108
2025-08-27,SKU-031,525,90
2025-09-03,SKU-031,523,97
2025-09-10,SKU-031,496,123
2025-09-17,SKU-031,553,38
2025-09-24,SKU-031,579,79
2025-10-01,SKU-031,612,69
2025-10-08,SKU-031,635,69
2025-10-22,SKU-031,639,111
2025-10-29,SKU-031,659,77
2025-11-05,SKU-031,664,82
2025-11-12,SKU-031,696,63
2025-11-19,SKU-031,663,138
2025-11-26,SKU-031,658,107
2025-12-03,SKU-031,675,82
2025-12-10,SKU-031,652,118
2025-12-17,SKU-031,651,104
2025-12-24,SKU-031,665,78
2024-01-03,SKU-032,591,72
2024-01-10,SKU-032,613,74
2024-01-17,SKU-032,605,102
2024-01-24,SKU-032,619,85
2024-01-31,SKU-032,666,49
2024-02-07,SKU-032,622,130
2024-02-14,SKU-032,633,86
2024-02-21,SKU-032,636,84
2024-02-28,SKU-032,612,109
2024-03-06,SKU-032,598,115
2024-03-13,SKU-032,600,91
2024-03-20,SKU-032,590,108
2024-03-27,SKU-032,592,88
2024-04-03,SKU-032,511,81
2024-04-10,SKU-032,515,85
2024-04-17,SKU-032,495,114
2024-04-24,SKU-032,482,107
2024-05-01,SKU-032,502,77
2024-05-08,SKU-032,494,92
2024-05-15,SKU-032,499,83
2024-05-22,SKU-032,549,41
2024-05-29,SKU-032,517,123
2024-06-05,SKU-032,503,105
2024-06-12,SKU-032,523,79
2024-06-19,SKU-032,541,77
2024-06-26,SKU-032,548,83
2024-07-03,SKU-032,500,136
2024-07-10,SKU-032,509,83
2024-07-17,SKU-032,482,124
2024-07-24,SKU-032,523,48
2024-07-31,SKU-032,502,110
2024-08-07,SKU-032,499,95
2024-08-14,SKU-032,514,77
2024-08-21,SKU-032,519,84
2024-08-28,SKU-032,563,54
2024-09-04,SKU-032,553,103
2024-09-11,SKU-032,559,82
2024-09-18,SKU-032,572,84
2024-09-25,SKU-032,581,78
2024-10-02,SKU-032,572,103
2024-10-09,SKU-032,542,116
2024-10-16,SKU-032,537,100
2024-10-23,SKU-032,560,74
2024-10-30,SKU-032,562,98
2024-11-06,SKU-032,587,64
2024-11-13,SKU-032,562,107
2024-11-20,SKU-032,561,91
2024-11-27,SKU-032,565,88
2024-12-04,SKU-032,589,71
2024-12-11,SKU-032,578,98
2024-12-18,SKU-032,576,85
2024-12-25,SKU-032,557,113
2025-01-01,SKU-032,569,72
2025-01-08,SKU-032,536,119
2025-01-15,SKU-032,581,48
2025-01-22,SKU-032,588,78
2025-01-29,SKU-032,597,91
2025-02-05,SKU-032,573,113
2025-02-12,SKU-032,579,91
2025-02-19,SKU-032,569,104
2025-02-26,SKU-032,547,107
2025-03-05,SKU-032,526,106
2025-03-12,SKU-032,518,96
2025-03-19,SKU-032,546,67
2025-03-26,SKU-032,483,63
2025-04-02,SKU-032,373,110
2025-04-09,SKU-032,385,89
2025-04-16,SKU-032,381,101
2025-04-23,SKU-032,399,78
2025-04-30,SKU-032,406,80
2025-05-07,SKU-032,412,91
2025-05-14,SKU-032,476,24
2025-05-21,SKU-032,457,119
2025-05-28,SKU-032,450,95
2025-06-04,SKU-032,480,68
2025-06-11,SKU-032,498,82
2025-06-18,SKU-032,506,78
2025-06-25,SKU-032,488,107
2025-07-02,SKU-032,518,62
2025-07-09,SKU-032,497,111
2025-07-16,SKU-032,482,109
2025-07-23,SKU-032,441,126
2025-07-30,SKU-032,439,85
2025-08-06,SKU-032,464,58
2025-08-20,SKU-032,472,92
2025-08-27,SKU-032,509,57
2025-09-03,SKU-032,518,73
2025-09-10,SKU-032,489,112
2025-09-17,SKU-032,477,101
2025-09-24,SKU-032,482,86
2025-10-01,SKU-032,512,53
2025-10-08,SKU-032,486,117
2025-10-15,SKU-032,497,79
2025-10-22,SKU-032,484,108
2025-10-29,SKU-032,509,73
2025-11-05,SKU-032,508,91
2025-11-12,SKU-032,548,55
2025-11-19,SKU-032,559,86
2025-11-26,SKU-032,572,88
2025-12-03,SKU-032,581,79
2025-12-10,SKU-032,568,101
2025-12-17,SKU-032,564,88
2025-12-24,SKU-032,545,108
2024-01-03,SKU-033,842,143
2024-01-10,SKU-033,843,140
2024-01-17,SKU-033,809,168
2024-01-24,SKU-033,787,145
2024-01-31,SKU-033,829,93
2024-02-07,SKU-033,806,151
2024-02-14,SKU-033,845,101
2024-02-21,SKU-033,853,110
2024-02-28,SKU-033,800,170
2024-03-06,SKU-033,831,111
2024-03-13,SKU-033,816,138
2024-03-20,SKU-033,811,138
2024-03-27,SKU-033,794,147
2024-04-03,SKU-033,775,160
2024-04-10,SKU-033,706,186
2024-04-17,SKU-033,742,89
2024-04-24,SKU-033,697,170
2024-05-01,SKU-033,701,131
2024-05-08,SKU-033,701,133
2024-05-15,SKU-033,571,129
2024-05-22,SKU-033,615,86
2024-05-29,SKU-033,643,102
2024-06-05,SKU-033,659,120
2024-06-12,SKU-033,635,146
2024-06-19,SKU-033,606,147
2024-06-26,SKU-033,475,132
2024-07-03,SKU-033,364,111
2024-07-10,SKU-033,231,133
2024-07-17,SKU-033,159,189
2024-07-24,SKU-033,203,96
2024-07-31,SKU-033,188,148
2024-08-07,SKU-033,137,167
2024-08-14,SKU-033,73,197
2024-08-21,SKU-033,66,147
2024-08-28,SKU-033,74,124
2024-09-04,SKU-033,71,141
2024-09-11,SKU-033,44,145
2024-09-18,SKU-033,79,103
2024-09-25,SKU-033,92,119
2024-10-02,SKU-033,78,132
2024-10-09,SKU-033,85,131
2024-10-16,SKU-033,108,113
2024-10-23,SKU-033,76,159
2024-10-30,SKU-033,101,105
2024-11-06,SKU-033,95,131
2024-11-13,SKU-033,141,95
2024-11-20,SKU-033,177,82
2024-11-27,SKU-033,189,112
2024-12-04,SKU-033,190,125
2024-12-11,SKU-033,170,140
2024-12-25,SKU-033,108,144
2025-01-01,SKU-033,122,119
2025-01-08,SKU-033,115,133
2025-01-15,SKU-033,129,106
2025-01-22,SKU-033,101,145
2025-01-29,SKU-033,125,117
2025-02-05,SKU-033,105,154
2025-02-12,SKU-033,109,128
2025-02-19,SKU-033,147,100
2025-02-26,SKU-033,127,149
2025-03-05,SKU-033,124,122
2025-03-12,SKU-033,104,148
2025-03-19,SKU-033,105,122
2025-03-26,SKU-033,98,128
2025-04-02,SKU-033,114,119
2025-04-09,SKU-033,57,189
2025-04-16,SKU-033,69,107
2025-04-23,SKU-033,86,121
2025-04-30,SKU-033,78,139
2025-05-07,SKU-033,0,104
2025-05-14,SKU-033,23,98
2025-05-21,SKU-033,110,56
2025-05-28,SKU-033,115,133
2025-06-04,SKU-033,141,116
2025-06-11,SKU-033,162,109
2025-06-18,SKU-033,130,160
2025-06-25,SKU-033,45,204
2025-07-02,SKU-033,0,203
2025-07-09,SKU-033,5,114
2025-07-16,SKU-033,11,114
2025-07-23,SKU-033,54,95
2025-07-30,SKU-033,47,128
2025-08-06,SKU-033,46,142
2025-08-13,SKU-033,77,87
2025-08-20,SKU-033,80,122
2025-08-27,SKU-033,114,98
2025-09-03,SKU-033,175,79
2025-09-10,SKU-033,139,164
2025-09-17,SKU-033,152,117
2025-09-24,SKU-033,173,100
2025-10-01,SKU-033,191,99
2025-10-08,SKU-033,182,132
2025-10-15,SKU-033,160,149
2025-10-22,SKU-033,154,138
2025-10-29,SKU-033,150,143
2025-11-05,SKU-033,143,129
2025-11-12,SKU-033,145,118
2025-11-19,SKU-033,126,142
2025-11-26,SKU-033,150,97
2025-12-03,SKU-033,169,121
2025-12-10,SKU-033,181,106
2025-12-17,SKU-033,218,91
2025-12-24,SKU-033,214,125
2024-01-03,SKU-034,898,128
2024-01-10,SKU-034,969,74
2024-01-17,SKU-034,982,125
2024-01-24,SKU-034,993,110
2024-01-31,SKU-034,996,120
2024-02-07,SKU-034,958,162
2024-02-14,SKU-034,799,158
2024-02-21,SKU-034,704,95
2024-02-28,SKU-034,707,125
2024-03-06,SKU-034,681,168
2024-03-13,SKU-034,628,190
2024-03-20,SKU-034,610,153
2024-03-27,SKU-034,614,120
2024-04-03,SKU-034,614,122
2024-04-10,SKU-034,615,140
2024-04-17,SKU-034,580,168
2024-04-24,SKU-034,618,108
2024-05-01,SKU-034,611,134
2024-05-08,SKU-034,644,106
2024-05-15,SKU-034,672,110
2024-05-22,SKU-034,662,136
2024-05-29,SKU-034,697,108
2024-06-05,SKU-034,720,111
2024-06-12,SKU-034,699,145
2024-06-19,SKU-034,682,138
2024-06-26,SKU-034,646,168
2024-07-03,SKU-034,624,162
2024-07-10,SKU-034,638,118
2024-07-17,SKU-034,623,156
2024-07-24,SKU-034,644,120
2024-07-31,SKU-034,647,131
2024-08-07,SKU-034,670,97
